background_energy_increase_db,class_group,hit_count,input_type,mask_name,mse_db_to_clean,mse_power_to_clean,noise_floor_change_db,pd,protocol,sir_name,source_stage,split_definition,target_count,target_peak_abs_bias_db_mean,target_peak_bias_db_mean,target_pfa,target_scope,target_sir_db,threshold_source
0.0,cyclist_like,24,clean,narrow,0.0,0.0,0.0,0.16326530612244897,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,147,0.0,0.0,0.01,all,,input_specific_validation_background
0.0,motorbike_like,0,clean,narrow,0.0,0.0,0.0,,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,0,0.0,0.0,0.01,all,,input_specific_validation_background
0.0,pedestrian_like,116,clean,narrow,0.0,0.0,0.0,0.5979381443298969,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,194,0.0,0.0,0.01,all,,input_specific_validation_background
0.0,vehicle_like,38,clean,narrow,0.0,0.0,0.0,0.8260869565217391,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,46,0.0,0.0,0.01,all,,input_specific_validation_background
0.0,cyclist_like,10,clean,narrow,0.0,0.0,0.0,0.09174311926605505,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,109,0.0,0.0,0.01,non_overlap_only,,input_specific_validation_background
0.0,motorbike_like,0,clean,narrow,0.0,0.0,0.0,,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,0,0.0,0.0,0.01,non_overlap_only,,input_specific_validation_background
0.0,pedestrian_like,86,clean,narrow,0.0,0.0,0.0,0.5548387096774193,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,155,0.0,0.0,0.01,non_overlap_only,,input_specific_validation_background
0.0,vehicle_like,22,clean,narrow,0.0,0.0,0.0,0.7586206896551724,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,29,0.0,0.0,0.01,non_overlap_only,,input_specific_validation_background
0.0,cyclist_like,13,clean,narrow,0.0,0.0,0.0,0.08843537414965986,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,147,0.0,0.0,0.001,all,,input_specific_validation_background
0.0,motorbike_like,0,clean,narrow,0.0,0.0,0.0,,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,0,0.0,0.0,0.001,all,,input_specific_validation_background
0.0,pedestrian_like,96,clean,narrow,0.0,0.0,0.0,0.4948453608247423,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,194,0.0,0.0,0.001,all,,input_specific_validation_background
0.0,vehicle_like,33,clean,narrow,0.0,0.0,0.0,0.717391304347826,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,46,0.0,0.0,0.001,all,,input_specific_validation_background
0.0,cyclist_like,2,clean,narrow,0.0,0.0,0.0,0.01834862385321101,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,109,0.0,0.0,0.001,non_overlap_only,,input_specific_validation_background
0.0,motorbike_like,0,clean,narrow,0.0,0.0,0.0,,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,0,0.0,0.0,0.001,non_overlap_only,,input_specific_validation_background
0.0,pedestrian_like,68,clean,narrow,0.0,0.0,0.0,0.43870967741935485,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,155,0.0,0.0,0.001,non_overlap_only,,input_specific_validation_background
0.0,vehicle_like,20,clean,narrow,0.0,0.0,0.0,0.6896551724137931,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,29,0.0,0.0,0.001,non_overlap_only,,input_specific_validation_background
0.0,cyclist_like,24,clean,narrow,0.0,0.0,0.0,0.16326530612244897,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,147,0.0,0.0,0.01,all,,input_specific_validation_background
0.0,motorbike_like,0,clean,narrow,0.0,0.0,0.0,,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,0,0.0,0.0,0.01,all,,input_specific_validation_background
0.0,pedestrian_like,116,clean,narrow,0.0,0.0,0.0,0.5979381443298969,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,194,0.0,0.0,0.01,all,,input_specific_validation_background
0.0,vehicle_like,38,clean,narrow,0.0,0.0,0.0,0.8260869565217391,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,46,0.0,0.0,0.01,all,,input_specific_validation_background
0.0,cyclist_like,10,clean,narrow,0.0,0.0,0.0,0.09174311926605505,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,109,0.0,0.0,0.01,non_overlap_only,,input_specific_validation_background
0.0,motorbike_like,0,clean,narrow,0.0,0.0,0.0,,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,0,0.0,0.0,0.01,non_overlap_only,,input_specific_validation_background
0.0,pedestrian_like,86,clean,narrow,0.0,0.0,0.0,0.5548387096774193,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,155,0.0,0.0,0.01,non_overlap_only,,input_specific_validation_background
0.0,vehicle_like,22,clean,narrow,0.0,0.0,0.0,0.7586206896551724,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,29,0.0,0.0,0.01,non_overlap_only,,input_specific_validation_background
0.0,cyclist_like,13,clean,narrow,0.0,0.0,0.0,0.08843537414965986,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,147,0.0,0.0,0.001,all,,input_specific_validation_background
0.0,motorbike_like,0,clean,narrow,0.0,0.0,0.0,,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,0,0.0,0.0,0.001,all,,input_specific_validation_background
0.0,pedestrian_like,96,clean,narrow,0.0,0.0,0.0,0.4948453608247423,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,194,0.0,0.0,0.001,all,,input_specific_validation_background
0.0,vehicle_like,33,clean,narrow,0.0,0.0,0.0,0.717391304347826,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,46,0.0,0.0,0.001,all,,input_specific_validation_background
0.0,cyclist_like,2,clean,narrow,0.0,0.0,0.0,0.01834862385321101,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,109,0.0,0.0,0.001,non_overlap_only,,input_specific_validation_background
0.0,motorbike_like,0,clean,narrow,0.0,0.0,0.0,,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,0,0.0,0.0,0.001,non_overlap_only,,input_specific_validation_background
0.0,pedestrian_like,68,clean,narrow,0.0,0.0,0.0,0.43870967741935485,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,155,0.0,0.0,0.001,non_overlap_only,,input_specific_validation_background
0.0,vehicle_like,20,clean,narrow,0.0,0.0,0.0,0.6896551724137931,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,29,0.0,0.0,0.001,non_overlap_only,,input_specific_validation_background
0.0,cyclist_like,60,clean,default,0.0,0.0,0.0,0.40816326530612246,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,147,0.0,0.0,0.01,all,,input_specific_validation_background
0.0,motorbike_like,0,clean,default,0.0,0.0,0.0,,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,0,0.0,0.0,0.01,all,,input_specific_validation_background
0.0,pedestrian_like,117,clean,default,0.0,0.0,0.0,0.6030927835051546,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,194,0.0,0.0,0.01,all,,input_specific_validation_background
0.0,vehicle_like,38,clean,default,0.0,0.0,0.0,0.8260869565217391,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,46,0.0,0.0,0.01,all,,input_specific_validation_background
0.0,cyclist_like,8,clean,default,0.0,0.0,0.0,0.12121212121212122,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,66,0.0,0.0,0.01,non_overlap_only,,input_specific_validation_background
0.0,motorbike_like,0,clean,default,0.0,0.0,0.0,,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,0,0.0,0.0,0.01,non_overlap_only,,input_specific_validation_background
0.0,pedestrian_like,55,clean,default,0.0,0.0,0.0,0.4824561403508772,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,114,0.0,0.0,0.01,non_overlap_only,,input_specific_validation_background
0.0,vehicle_like,17,clean,default,0.0,0.0,0.0,0.7391304347826086,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,23,0.0,0.0,0.01,non_overlap_only,,input_specific_validation_background
0.0,cyclist_like,45,clean,default,0.0,0.0,0.0,0.30612244897959184,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,147,0.0,0.0,0.001,all,,input_specific_validation_background
0.0,motorbike_like,0,clean,default,0.0,0.0,0.0,,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,0,0.0,0.0,0.001,all,,input_specific_validation_background
0.0,pedestrian_like,97,clean,default,0.0,0.0,0.0,0.5,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,194,0.0,0.0,0.001,all,,input_specific_validation_background
0.0,vehicle_like,34,clean,default,0.0,0.0,0.0,0.7391304347826086,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,46,0.0,0.0,0.001,all,,input_specific_validation_background
0.0,cyclist_like,3,clean,default,0.0,0.0,0.0,0.045454545454545456,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,66,0.0,0.0,0.001,non_overlap_only,,input_specific_validation_background
0.0,motorbike_like,0,clean,default,0.0,0.0,0.0,,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,0,0.0,0.0,0.001,non_overlap_only,,input_specific_validation_background
0.0,pedestrian_like,37,clean,default,0.0,0.0,0.0,0.32456140350877194,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,114,0.0,0.0,0.001,non_overlap_only,,input_specific_validation_background
0.0,vehicle_like,15,clean,default,0.0,0.0,0.0,0.6521739130434783,D2A_fixed_pfa,,D3/D4-anchor,clean_peak_percentile,23,0.0,0.0,0.001,non_overlap_only,,input_specific_validation_background
0.0,cyclist_like,60,clean,default,0.0,0.0,0.0,0.40816326530612246,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,147,0.0,0.0,0.01,all,,input_specific_validation_background
0.0,motorbike_like,0,clean,default,0.0,0.0,0.0,,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,0,0.0,0.0,0.01,all,,input_specific_validation_background
0.0,pedestrian_like,117,clean,default,0.0,0.0,0.0,0.6030927835051546,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,194,0.0,0.0,0.01,all,,input_specific_validation_background
0.0,vehicle_like,38,clean,default,0.0,0.0,0.0,0.8260869565217391,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,46,0.0,0.0,0.01,all,,input_specific_validation_background
0.0,cyclist_like,8,clean,default,0.0,0.0,0.0,0.12121212121212122,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,66,0.0,0.0,0.01,non_overlap_only,,input_specific_validation_background
0.0,motorbike_like,0,clean,default,0.0,0.0,0.0,,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,0,0.0,0.0,0.01,non_overlap_only,,input_specific_validation_background
0.0,pedestrian_like,55,clean,default,0.0,0.0,0.0,0.4824561403508772,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,114,0.0,0.0,0.01,non_overlap_only,,input_specific_validation_background
0.0,vehicle_like,17,clean,default,0.0,0.0,0.0,0.7391304347826086,D2A_fixed_pfa,,D3/D4-anchor,cfar_margin,23,0.0,0.0,0.01,non_overlap_only,,input_specific_validation_background
